"COD_REG_RBD","RURAL_RBD","GEN_ALU","EDAD_ALU","PROM_GRAL","ASISTENCIA","CIENCIAS"
"4","0","2",17,6.7,97,"0"
"13","0","2",17,7,85,"0"
"7","0","1",17,5.3,99,"0"
"8","0","1",17,6.7,83,"0"
"5","0","1",17,5.8,96,"0"
"13","0","1",17,6.6,100,"0"
"6","0","1",17,5.5,96,"0"
"13","0","2",17,6.5,99,"0"
"13","0","1",17,6,89,"0"
"2","0","1",17,5.6,96,"0"
"13","0","1",18,5.1,99,"0"
"2","0","1",17,5.8,85,"0"
"14","0","2",17,6.8,76,"0"
"10","0","1",17,5.5,99,"0"
"8","0","2",17,6.9,84,"0"
"14","0","1",17,6.8,97,"0"
"4","0","1",17,5.9,99,"0"
"6","0","1",17,5.3,83,"0"
"16","0","2",17,4.9,91,"0"
"13","0","1",17,6.4,100,"0"
"5","0","1",17,6.2,92,"0"
"13","0","2",17,6.3,95,"0"
"5","0","1",18,6.5,87,"0"
"13","0","2",17,6.3,100,"0"
"7","0","1",18,5.2,53,"0"
"8","0","2",18,6.8,88,"0"
"7","0","2",17,6.5,89,"0"
"13","0","2",17,6.5,100,"0"
"5","0","2",17,6.9,92,"0"
"13","0","1",17,6.8,97,"0"
"13","0","2",18,5.2,53,"0"
"7","0","2",17,6.8,100,"0"
"2","0","2",17,5.9,85,"0"
"5","0","1",17,6,85,"0"
"2","0","1",17,6.5,95,"0"
"13","0","2",18,6.6,90,"0"
"8","0","1",19,4.9,96,"0"
"5","0","2",17,6.5,86,"0"
"13","0","2",17,5.8,69,"0"
"4","0","2",18,5.7,71,"0"
"1","0","2",17,6.9,85,"0"
"4","0","1",17,5.8,80,"0"
"13","0","2",18,5.8,97,"0"
"12","0","2",38,6.3,87,"0"
"13","0","1",17,6.9,90,"0"
"13","0","1",17,5.3,80,"0"
"14","0","2",17,6.8,97,"0"
"5","0","1",17,5.1,73,"0"
"13","1","1",17,5.9,99,"0"
"8","0","1",17,5.8,100,"0"
"16","0","1",17,6.1,92,"0"
"5","0","1",17,6.9,94,"0"
"7","0","1",18,6.4,95,"0"
"5","0","1",17,6.1,86,"0"
"5","0","2",17,6.7,99,"0"
"9","0","1",18,6.7,97,"0"
"3","0","2",18,5.9,99,"0"
"5","0","2",17,5.6,66,"0"
"9","0","2",19,6,94,"0"
"5","0","1",18,6.5,91,"0"
"16","0","1",17,6.3,96,"0"
"14","0","1",17,6.3,95,"0"
"13","0","1",18,5.9,91,"0"
"7","0","2",18,6.7,81,"0"
"4","0","1",17,6.5,91,"0"
"14","0","2",17,6.4,94,"0"
"12","0","2",17,6.1,55,"0"
"16","0","1",18,5.9,96,"0"
"13","0","2",18,6.6,96,"0"
"8","0","2",18,6.6,92,"0"
"10","0","1",17,6.3,94,"0"
"6","0","2",18,6.5,95,"0"
"6","0","1",17,6.3,99,"0"
"5","0","2",19,6,97,"0"
"7","0","1",17,6.4,91,"0"
"10","1","1",17,6.4,72,"0"
"5","0","2",18,5.9,83,"0"
"10","0","2",17,6.2,96,"0"
"5","0","2",17,6.9,92,"0"
"6","1","2",17,6.4,87,"0"
"13","0","1",17,5.3,100,"0"
"4","0","1",17,5.8,97,"0"
"13","0","1",17,5.6,61,"0"
"10","0","1",17,6.7,96,"0"
"13","0","2",17,6.7,96,"0"
"13","0","1",19,5.4,100,"0"
"5","0","1",18,6.1,87,"0"
"1","0","2",34,5,85,"0"
"13","0","2",17,6,96,"0"
"6","0","1",17,5.4,93,"0"
"7","0","1",17,5.1,73,"0"
"6","0","2",17,5.6,82,"0"
"6","0","1",17,6,97,"0"
"13","0","2",28,5.4,100,"0"
"8","0","2",17,6.1,92,"1"
"1","0","1",17,5.4,86,"0"
"13","0","2",18,6.9,96,"0"
"13","0","2",17,6.8,94,"0"
"7","0","1",18,6.1,67,"0"
"13","0","1",17,5.3,88,"0"
"2","0","1",17,5.3,96,"0"
"7","0","1",18,5.6,92,"0"
"13","0","1",17,5.9,85,"0"
"13","0","2",17,6.1,83,"0"
"8","0","1",17,5.5,95,"0"
"9","0","2",17,6.8,89,"0"
"13","0","2",17,7,99,"0"
"8","0","2",18,6.6,88,"0"
"9","0","2",17,6.4,88,"0"
"2","0","2",17,6.2,99,"0"
"14","1","1",17,6.4,87,"0"
"7","0","2",19,5.6,89,"0"
"8","0","1",17,6.3,98,"0"
"13","0","2",17,6.6,94,"0"
"10","0","2",17,6,71,"0"
"8","0","2",17,6.4,88,"0"
"13","0","1",17,6,85,"0"
"5","0","2",18,6.4,92,"0"
"9","0","1",17,6.4,58,"0"
"16","0","1",17,6.3,96,"0"
"13","0","1",17,6.4,91,"0"
"4","0","1",17,6.2,95,"1"
"13","0","2",17,6.9,99,"0"
"8","0","2",17,6.7,96,"0"
"13","0","2",18,6.9,96,"0"
"9","0","2",18,6.1,100,"0"
"16","0","2",17,6.6,98,"0"
"13","0","1",36,5.9,85,"0"
"13","0","2",17,6.8,94,"0"
"13","0","1",17,6.7,88,"0"
"10","0","2",17,6.5,95,"0"
"6","0","1",17,6.2,95,"0"
"13","0","2",17,7,89,"0"
"14","0","2",18,6.2,78,"0"
"13","0","1",18,6.2,89,"0"
"14","0","1",17,7,99,"0"
"9","0","1",17,5.9,100,"0"
"3","0","1",17,6.8,85,"0"
"13","0","1",17,6.8,93,"0"
"15","0","1",17,6.9,87,"0"
"11","0","1",17,6.3,95,"0"
"2","0","2",17,5.5,78,"0"
"13","0","2",17,6.8,90,"0"
"13","0","2",17,6.6,92,"0"
"4","0","2",17,5.1,95,"0"
"2","0","2",18,6.3,87,"0"
"7","0","2",17,6.6,95,"0"
"4","0","2",17,6.5,93,"0"
"8","0","2",17,7,99,"0"
"14","1","1",17,6,98,"0"
"6","0","2",17,6.2,91,"0"
"8","0","1",17,6.3,96,"0"
"9","0","1",17,6.3,100,"1"
"8","0","1",17,6.9,97,"0"
"2","0","2",17,6,85,"0"
"15","0","2",17,6.3,86,"0"
"13","0","2",17,5.4,84,"0"
"5","0","1",17,6.2,93,"0"
"15","0","2",17,6.3,82,"0"
"8","0","1",32,5.6,85,"0"
"5","0","2",43,6.8,99,"0"
"13","1","1",17,5.5,97,"0"
"6","0","1",17,6.1,91,"0"
"13","0","1",18,5.2,66,"0"
"14","0","2",17,6.4,93,"0"
"13","0","1",18,6.8,97,"0"
"2","0","1",17,6.3,87,"0"
"5","0","1",17,6.9,94,"0"
"8","0","1",39,6.8,96,"0"
"9","0","1",17,6.5,97,"0"
"13","0","1",17,5.1,96,"0"
"7","0","2",17,6.3,94,"0"
"5","0","1",17,6.8,100,"0"
"9","0","2",17,6.7,94,"0"
"6","0","1",17,5.8,95,"0"
"13","0","1",17,6.1,91,"0"
"13","0","1",17,5.5,95,"0"
"13","0","2",17,6.7,100,"1"
"13","0","2",17,5.9,87,"0"
"15","0","1",17,5.4,71,"0"
"8","0","1",17,6.4,98,"0"
"2","0","1",17,5.2,89,"0"
"6","0","2",19,6.6,80,"0"
"13","0","2",17,5.8,97,"0"
"8","0","1",32,6,100,"0"
"7","0","2",17,6.9,96,"0"
"13","0","2",18,5.9,82,"0"
"2","0","1",18,5.6,69,"0"
"2","0","2",18,6.5,91,"0"
"13","0","1",35,6.5,95,"0"
"5","0","1",17,6.1,97,"0"
"5","0","2",17,6.4,93,"0"
"13","0","1",17,6.7,95,"0"
"13","0","1",17,4.8,87,"0"
"13","0","1",17,6.3,93,"0"
"9","0","1",17,5.3,93,"0"
"13","0","1",18,6.2,89,"0"
"13","0","2",17,6.7,89,"0"
"6","0","2",54,5.8,95,"0"
"8","0","2",17,6.7,97,"0"
"14","0","1",17,5.5,92,"0"
"13","0","2",17,6,92,"0"
"10","0","2",17,6.2,92,"0"
"16","0","2",19,6.4,95,"0"
"10","1","2",17,6.3,96,"0"
"3","0","2",27,6.7,86,"0"
"13","0","2",17,6.8,85,"0"
"13","0","1",17,5.9,89,"0"
"6","0","2",18,6.3,97,"0"
"14","0","2",18,6.7,96,"1"
"5","0","1",18,6.9,93,"0"
"13","0","1",17,5.7,88,"0"
"15","0","1",17,5.2,65,"0"
"9","0","1",17,5.9,89,"0"
"3","0","1",19,5.4,88,"0"
"5","0","1",18,6.5,97,"0"
"13","0","1",17,7,97,"0"
"15","0","2",17,5.6,89,"0"
"13","0","2",17,6.7,99,"0"
"11","0","1",17,6.3,96,"0"
"4","0","2",17,6.1,98,"0"
"13","0","2",18,6.5,83,"0"
"13","0","2",17,6.9,90,"0"
"8","0","2",17,5.9,97,"0"
"13","0","1",18,6.5,90,"0"
"13","0","2",18,5.1,81,"0"
"13","0","2",17,6.8,74,"0"
"13","0","1",17,6.7,99,"0"
"10","0","1",17,6.3,96,"0"
"13","0","2",19,5.9,100,"0"
"10","0","2",17,6.5,94,"0"
"13","0","2",18,5.4,72,"0"
"13","0","2",18,5.3,98,"0"
"13","0","2",17,6.9,92,"0"
"13","0","2",17,6.3,99,"0"
"13","0","1",18,6.1,92,"0"
"8","0","2",17,5.6,84,"0"
"13","0","1",17,6.4,87,"0"
"8","0","1",18,6.1,96,"0"
"8","0","2",18,6.8,89,"0"
"13","0","2",17,7,98,"0"
"13","0","2",17,6.1,84,"0"
"15","0","2",18,5.9,80,"0"
"4","0","2",17,5.6,98,"0"
"10","0","2",17,6.5,85,"0"
"2","0","2",17,6.8,95,"0"
"9","0","1",17,5.6,84,"0"
"13","0","2",17,6.8,98,"0"
"5","0","2",17,6.4,71,"0"
"13","0","1",17,6.8,98,"0"
"5","0","2",17,6.7,99,"0"
"9","0","1",17,6.5,97,"0"
"13","0","2",17,6.3,93,"0"
"6","0","1",17,6.6,94,"0"
"7","1","1",18,5.9,98,"0"
"10","0","2",17,6.7,89,"0"
"13","0","2",18,6.7,100,"0"
"16","0","2",17,5.6,88,"0"
"13","0","2",17,6.1,99,"0"
"13","0","2",17,6.8,98,"0"
"16","0","2",17,6.8,88,"0"
"4","0","1",17,7,100,"0"
"13","0","2",18,5.9,92,"0"
"4","0","1",17,5.4,81,"0"
"5","0","2",18,5.6,97,"0"
"13","1","2",20,5.3,84,"0"
"5","0","2",18,6.5,90,"0"
"13","0","2",18,6.1,75,"0"
"8","0","2",17,4.6,86,"0"
"5","0","1",51,5.9,100,"0"
"10","0","1",18,6,86,"0"
"5","0","2",17,6,91,"0"
"13","0","1",17,6,96,"0"
"6","0","1",17,6.1,99,"0"
"12","0","2",17,5.6,88,"0"
"4","0","1",17,6.8,100,"0"
"13","0","2",17,6.3,99,"0"
"13","0","2",18,6.8,91,"0"
"9","0","1",18,6.5,88,"0"
"13","0","1",19,5.2,72,"0"
"15","0","1",17,6.2,85,"0"
"13","1","1",17,6.8,99,"0"
"8","0","1",17,5.9,97,"0"
"13","0","1",17,6.9,95,"0"
"7","0","2",17,5.9,91,"0"
"13","0","2",17,6.5,94,"0"
"13","0","2",17,6.3,90,"0"
"2","0","2",17,5.5,97,"0"
"7","0","1",17,5.4,96,"0"
"11","0","1",17,6.7,100,"0"
"13","0","2",17,6.6,93,"0"
"2","0","2",17,6,92,"0"
"13","0","2",17,6.2,85,"0"
"13","0","2",46,6.2,61,"0"
"3","0","2",17,6.8,94,"0"
"13","0","2",17,6.9,100,"0"
"9","0","2",17,5.6,91,"0"
"5","0","1",17,6,87,"0"
"9","0","1",17,6,84,"0"
"5","0","1",17,6.3,92,"0"
"5","0","2",17,6.3,95,"0"
"13","0","2",18,5.6,100,"0"
"2","0","1",17,6.3,81,"0"
"13","0","1",18,6,95,"0"
"9","0","1",17,6.7,89,"0"
"13","0","2",17,6.1,85,"0"
"2","0","1",17,6.2,90,"0"
"2","0","2",17,6.3,94,"0"
"12","0","2",17,6.8,97,"0"
"5","0","2",18,6.7,99,"0"
"13","0","1",18,6.6,96,"0"
"2","0","2",17,6.1,91,"0"
"2","0","2",17,6.9,90,"0"
"2","0","1",17,6.5,87,"0"
"7","0","1",18,5.9,86,"0"
"13","0","1",17,6.5,93,"0"
"13","0","2",17,5,92,"0"
"4","0","1",17,5.8,89,"0"
"13","0","2",18,6.7,93,"0"
"13","0","1",17,6.7,97,"0"
"13","0","2",18,5.7,92,"0"
"9","0","2",17,6.3,92,"0"
"13","0","1",17,5.9,92,"0"
"13","0","2",18,6.6,97,"0"
"7","0","1",18,6.2,91,"0"
"3","0","1",17,6.6,85,"0"
"7","0","2",17,5.8,97,"0"
"7","0","2",28,5.7,100,"0"
"7","0","2",17,6.1,100,"0"
"16","0","2",17,6.6,99,"0"
"10","0","1",17,6.9,98,"0"
"13","0","1",17,5.9,98,"0"
"8","0","1",17,6.3,92,"0"
"13","0","2",17,6.7,92,"0"
"13","0","2",18,5,75,"0"
"13","0","2",17,6.9,97,"0"
"5","0","2",18,6.5,89,"0"
"7","0","2",19,5.7,78,"0"
"2","0","2",17,6.3,97,"0"
"2","0","1",17,5.5,98,"0"
"1","0","1",17,6.8,96,"0"
"16","0","1",17,5.8,78,"0"
"4","0","1",17,5.8,96,"0"
"13","0","1",17,6.6,94,"0"
"13","0","1",18,5.9,91,"0"
"10","0","1",18,5.6,100,"0"
"13","0","1",18,5.9,99,"0"
"2","0","2",17,5.9,97,"0"
"7","0","2",17,6.5,94,"0"
"7","0","2",17,6.6,93,"0"
"13","0","1",17,5.1,83,"0"
"10","0","1",17,6.8,97,"0"
"1","0","2",17,5.5,71,"0"
"5","0","2",53,6.6,100,"0"
"13","0","1",17,5.8,95,"0"
"9","0","2",17,6.1,71,"0"
"11","0","2",18,5.6,77,"0"
"13","0","2",18,6.9,97,"0"
"5","0","1",17,5.9,96,"0"
"6","0","2",17,6.3,85,"0"
"8","0","2",17,5.6,65,"1"
"15","0","2",17,6.6,85,"0"
"16","0","2",17,6.9,100,"0"
"7","0","1",18,6.7,94,"0"
"4","0","1",17,6.1,66,"0"
"8","0","1",17,6.7,93,"0"
"7","0","2",17,6.7,53,"0"
"10","0","1",17,5.6,100,"0"
"9","0","1",17,5.9,93,"0"
"6","0","2",18,6.4,100,"0"
"1","0","2",17,6.4,41,"0"
"8","0","2",17,6.3,85,"0"
"6","0","2",17,5.8,90,"0"
"13","0","1",17,6.6,85,"0"
"6","0","1",17,6.9,96,"0"
"13","0","1",17,5.4,97,"0"
"13","0","1",19,5,86,"0"
"8","0","1",17,6.5,99,"0"
"5","0","1",17,6.4,95,"0"
"2","0","1",17,5.7,89,"0"
"9","0","2",18,6.1,93,"0"
"13","0","2",17,6.3,100,"0"
"8","0","2",17,6.3,88,"0"
"13","0","1",20,6.3,77,"0"
"6","0","2",17,6.5,88,"1"
"10","0","2",17,6.1,97,"0"
"10","0","2",18,7,48,"0"
"10","0","1",17,6.5,99,"0"
"13","0","2",17,6.7,98,"0"
"13","0","1",17,5.9,83,"0"
"7","0","2",17,6.8,95,"0"
"5","0","1",17,6.2,99,"0"
"2","0","2",17,6.2,92,"0"
"13","0","2",20,6.3,100,"0"
"9","0","1",18,6.2,97,"0"
"12","0","1",17,6.6,88,"0"
"5","0","1",17,6.7,98,"0"
"13","0","1",18,6.1,97,"0"
"13","0","2",18,6.3,97,"0"
"13","0","2",23,5.3,95,"0"
"13","0","1",18,5.2,96,"0"
"4","0","1",18,4.9,98,"0"
"10","0","1",17,4.9,96,"0"
"4","0","1",17,5.1,100,"0"
"9","0","1",17,6.3,71,"0"
"13","0","1",18,5.3,95,"0"
"13","0","1",18,6.6,89,"1"
"13","0","2",18,6.2,94,"0"
"9","0","2",17,6.3,87,"0"
"5","0","1",18,5.8,100,"0"
"7","0","2",17,6.6,94,"0"
"8","0","1",17,5.6,91,"0"
"1","0","1",17,5.9,95,"0"
"5","0","2",18,6.5,80,"0"
"4","0","2",17,5.9,96,"0"
"4","0","2",17,6.2,97,"0"
"13","0","2",17,5.6,86,"0"
"1","0","2",17,6.3,88,"0"
"13","0","1",17,6.9,94,"0"
"13","0","2",18,7,100,"0"
"13","0","1",17,5.4,66,"0"
"10","0","2",18,6,97,"0"
"9","0","2",17,6.4,94,"0"
"13","0","1",17,5,88,"0"
"13","0","1",18,6.5,96,"0"
"13","0","2",17,7,99,"0"
"13","0","2",17,6.1,91,"0"
"15","0","1",17,6.4,100,"0"
"1","0","2",17,6.5,95,"0"
"9","0","1",18,6,95,"0"
"13","0","1",17,6.6,95,"0"
"9","0","2",17,6.7,95,"0"
"13","0","1",17,6,97,"0"
"13","0","2",17,6.9,88,"0"
"2","0","2",18,5.5,91,"0"
"8","0","2",31,6.8,98,"0"
"13","0","2",17,5.4,86,"0"
"13","0","1",18,6.2,97,"0"
"14","0","2",17,6.8,85,"0"
"8","0","1",17,6.9,97,"0"
"14","1","1",18,5.5,90,"0"
"14","0","1",17,6.5,90,"0"
"13","0","2",17,6,96,"0"
"8","0","2",17,6.3,95,"0"
"13","0","2",18,6.9,88,"0"
"13","0","2",52,6.6,99,"0"
"10","0","2",17,5.8,91,"0"
"9","1","2",18,5.8,53,"0"
"5","0","2",17,6,85,"0"
"1","1","1",19,5.8,97,"0"
"7","0","2",17,6.8,95,"0"
"13","0","2",18,4.9,63,"0"
"14","0","2",17,6.7,82,"0"
"8","0","2",42,6.8,90,"0"
"6","0","2",17,6.2,87,"0"
"5","0","2",17,6.6,88,"0"
"8","0","2",18,6.5,87,"0"
"13","0","1",17,6.7,89,"0"
"10","0","2",17,5.2,91,"0"
"14","0","1",17,6.3,85,"0"
"13","0","2",17,6.6,86,"0"
"13","0","1",18,6.5,94,"0"
"8","0","2",17,6.5,99,"0"
"13","0","1",17,6.2,96,"0"
"13","0","2",17,6.5,94,"0"
"7","0","2",17,5.8,94,"0"
"8","0","2",18,5.8,94,"0"
"12","0","2",18,5.5,86,"0"
"8","0","1",17,6.5,97,"0"
"6","0","1",18,5.7,98,"0"
"7","0","1",17,6,96,"0"
"5","0","1",17,6.7,99,"0"
"13","0","1",18,6.5,98,"0"
"13","0","2",18,5.5,95,"0"
"8","0","1",18,6.3,93,"0"
"8","0","1",17,5.8,98,"0"
"13","0","1",17,6.7,96,"0"
"13","0","2",17,6.4,83,"0"
"13","0","1",17,6.8,99,"0"
"13","0","2",18,5.6,93,"0"
"13","0","1",17,5.4,91,"0"
"1","0","2",17,6.8,95,"0"
"8","0","1",18,6.8,82,"0"
"13","0","1",17,6.6,99,"0"
"15","0","2",17,5.8,87,"0"
"2","0","1",18,6.3,85,"0"
"4","0","2",17,6.6,92,"0"
"6","0","1",18,6.3,97,"0"
"7","0","2",36,6.9,99,"0"
"6","0","1",18,4.9,89,"0"
"13","0","2",18,6.4,91,"0"
"8","0","2",17,6.9,90,"0"
"16","0","1",17,6.9,85,"0"
"5","0","2",17,6.8,96,"0"
"9","0","1",17,6.3,95,"0"
"4","0","1",18,6.7,98,"0"
"13","0","1",17,4.9,91,"0"
"7","0","1",17,7,89,"0"
"5","0","1",18,6.7,100,"0"
"6","0","1",17,6,96,"0"
"9","0","1",17,5.6,92,"0"
"16","0","2",17,5.9,90,"0"
"13","0","1",18,5.6,96,"0"
"13","0","2",18,6.3,89,"0"
"13","0","2",17,7,92,"1"
"2","0","1",17,5.8,84,"0"
"14","0","2",18,6.5,87,"0"
"3","0","2",17,6.4,95,"0"
"2","0","2",17,6.7,85,"0"
"13","0","2",17,6.1,98,"0"
"16","0","2",17,6.9,98,"0"
"13","0","2",17,6.3,91,"0"
"9","0","1",17,6,97,"0"
"6","0","2",17,6.8,89,"0"
"13","0","2",17,6.1,89,"0"
"10","0","2",17,6.8,100,"0"
"13","0","2",18,7,93,"0"
"13","0","2",17,5.7,91,"0"
"13","0","2",17,5.7,100,"0"
"3","0","1",17,6.2,93,"1"
"9","0","1",17,5.3,86,"0"
"9","0","1",17,6.2,92,"0"
"4","0","1",17,5.6,94,"0"
"7","0","1",17,6.7,94,"0"
"13","0","2",28,6.3,97,"0"
"13","0","1",18,6.8,100,"0"
"7","0","2",26,6.4,100,"0"
"4","0","2",17,6.9,91,"0"
"7","0","1",17,5.3,98,"0"
"6","0","1",17,6.8,98,"1"
"13","0","1",17,5.8,100,"0"
"13","0","1",18,6.9,100,"0"
"7","0","2",17,6.7,100,"0"
"14","0","1",17,5.6,98,"0"
"5","0","1",17,5.6,83,"0"
"13","0","1",17,6.7,96,"0"
"5","0","1",17,6.9,96,"0"
"5","0","1",17,6.1,93,"0"
"8","0","2",19,5.5,91,"0"
"8","0","2",17,5.4,99,"0"
"5","0","2",18,6.1,89,"0"
"6","0","1",17,5.9,99,"0"
"8","0","2",17,6.9,97,"0"
"8","0","1",17,5.4,82,"0"
"8","0","2",17,6.6,98,"0"
"5","0","2",18,5.9,97,"0"
"13","0","1",17,5,91,"0"
"13","0","1",18,6.8,97,"0"
"5","0","1",17,6.1,97,"0"
"3","0","1",18,6.4,94,"0"
"2","0","2",17,7,89,"0"
"4","0","2",23,5.9,85,"0"
"13","0","2",17,6,100,"0"
"4","0","1",33,6.7,100,"0"
"14","0","1",18,6.8,90,"0"
"10","0","1",17,6.6,97,"0"
"10","0","2",17,6,98,"1"
"6","0","2",17,6.8,93,"0"
"13","0","2",17,5.8,92,"0"
"16","0","2",17,6.7,89,"0"
"8","0","2",18,5.9,100,"0"
"8","0","1",17,6.5,87,"0"
"13","0","1",17,5.3,86,"0"
"13","0","2",17,6.8,99,"0"
"13","0","2",17,5.7,96,"0"
"8","0","1",18,6.3,99,"0"
"13","0","1",18,6.8,95,"0"
"7","0","1",17,4.9,95,"0"
"10","0","2",17,6.7,89,"0"
"13","0","1",17,5.7,99,"0"
"8","0","1",17,5.7,97,"1"
"16","1","1",18,6.3,95,"0"
"13","0","2",41,6.8,99,"0"
"13","0","2",17,6,99,"0"
"1","0","1",17,6.9,93,"0"
"14","0","2",17,6.1,91,"0"
"8","0","2",17,6.3,98,"0"
"16","0","2",17,6.3,90,"0"
"13","0","1",18,5.9,96,"0"
"13","0","2",18,6.6,89,"0"
"12","0","2",18,5.3,96,"0"
"10","0","2",17,5.9,87,"0"
"9","0","2",17,6.2,92,"0"
"10","0","2",18,6.2,96,"0"
"13","0","2",17,6.6,91,"0"
"13","0","1",18,5.8,92,"0"
"7","0","1",17,6.2,94,"0"
"10","0","1",19,5.5,81,"0"
"10","0","1",17,6.1,90,"0"
"10","0","2",17,6.2,97,"0"
"13","0","1",17,5,97,"0"
"9","1","2",17,6.7,100,"0"
"5","0","2",17,6.6,85,"0"
"7","0","2",17,6.8,97,"0"
"13","0","2",18,6,90,"0"
"8","0","2",18,6.2,86,"0"
"14","0","2",17,5,74,"0"
"13","0","2",18,5.7,75,"0"
"6","0","1",17,6.1,96,"0"
"7","0","2",17,6.2,99,"0"
"13","0","2",18,6.5,95,"0"
"7","0","1",19,4.5,79,"0"
"9","0","1",17,6.8,93,"0"
"13","0","2",17,6.9,94,"0"
"8","0","1",18,6.5,90,"0"
"13","0","2",18,6.3,90,"0"
"14","0","2",18,5.6,97,"0"
"2","0","2",17,6.6,95,"0"
"4","0","1",17,5.8,88,"0"
"16","0","1",17,6.3,97,"0"
"13","0","2",17,6.7,99,"0"
"5","0","1",18,6.7,90,"1"
"5","0","1",17,6.5,97,"0"
"8","0","1",17,5.8,89,"0"
"4","0","1",19,5.4,100,"0"
"13","0","2",17,6.7,95,"0"
"10","0","2",17,6.7,93,"0"
"5","0","2",17,6.4,88,"0"
"13","0","2",18,6.9,97,"0"
"6","0","1",18,6.1,85,"0"
"13","0","2",17,5.5,86,"0"
"9","0","2",17,6.7,96,"0"
"5","0","1",17,5.9,93,"0"
"13","0","1",17,5.2,77,"0"
"7","0","2",17,6.8,88,"0"
"13","0","1",17,6,99,"0"
"13","0","2",17,5.5,93,"0"
"13","0","1",18,5.6,96,"0"
"6","0","1",17,5.2,85,"0"
"13","0","1",17,5.3,91,"0"
"6","0","1",17,6.3,94,"0"
"13","0","1",17,5.6,94,"0"
"5","0","1",17,6,100,"0"
"13","0","2",18,6.7,95,"1"
"5","0","2",17,6.7,85,"0"
"13","0","2",18,6.8,99,"0"
"1","0","1",18,5.8,86,"0"
"5","0","2",17,6.8,98,"0"
"13","0","2",17,6,86,"0"
"13","0","1",17,6.6,91,"0"
"6","0","2",17,6.3,96,"0"
"13","0","1",18,6,89,"0"
"13","0","1",18,5.7,97,"0"
"13","0","1",17,6.8,97,"0"
"8","0","1",18,6.2,91,"0"
"8","0","2",17,5.8,77,"0"
"13","0","1",18,6.2,99,"0"
"5","0","1",17,6.5,93,"0"
"13","0","1",17,5.9,96,"0"
"13","0","2",17,6.7,90,"0"
"13","0","2",17,6,78,"0"
"10","0","2",18,6.7,94,"0"
"13","0","1",17,6.7,92,"0"
"8","0","1",17,6.8,100,"0"
"6","0","2",17,6.2,89,"0"
"9","0","2",17,6.6,97,"0"
"8","0","1",18,6.1,63,"0"
"13","0","2",17,5.5,88,"0"
"7","0","2",17,5.3,58,"0"
"9","0","1",17,6.2,97,"0"
"13","0","1",18,6.4,98,"0"
"4","0","1",17,6.6,96,"0"
"13","0","1",17,6.2,99,"0"
"9","0","1",17,6.5,91,"0"
"8","0","2",17,5.7,86,"0"
"13","0","2",34,7,83,"0"
"9","0","2",18,6.8,98,"0"
"13","0","1",18,6.7,95,"1"
"7","0","2",17,5.9,98,"0"
"13","0","1",17,4.8,70,"0"
"7","0","1",17,5.9,93,"0"
"13","0","1",18,5.6,100,"0"
"8","0","1",18,4.6,64,"0"
"7","0","1",17,6,95,"0"
"6","0","1",17,5.7,94,"0"
"5","0","2",19,6.2,96,"0"
"9","0","2",17,5.9,94,"0"
"13","0","1",19,4.8,91,"0"
"6","0","1",17,6.2,87,"0"
"15","0","2",17,5.6,89,"0"
"13","0","2",18,6.7,81,"0"
"16","0","1",17,5.8,96,"0"
"16","0","1",18,6.8,89,"0"
"13","0","2",17,6.9,98,"0"
"9","0","2",17,5.4,81,"0"
"6","0","1",17,6.3,97,"0"
"13","0","2",17,6.2,90,"0"
"10","0","2",17,6.1,90,"0"
"1","0","2",46,6.6,97,"0"
"5","0","1",17,6.2,95,"0"
"5","0","2",17,6.7,92,"0"
"10","0","1",17,6.4,98,"0"
"13","0","1",17,5.1,85,"0"
"10","0","1",18,6.6,97,"0"
"9","0","2",17,5.5,83,"0"
"12","0","1",36,5.1,95,"0"
"12","0","1",36,5.1,95,"0"
"12","0","1",36,5.1,95,"0"
"12","0","1",36,5.1,95,"0"
"10","0","1",18,4.9,74,"0"
"2","0","1",18,5.5,82,"0"
"5","0","2",18,6.9,90,"0"
"6","0","2",51,6.7,98,"0"
"6","0","2",17,6.8,93,"0"
"14","0","2",17,6.6,95,"0"
"10","1","2",17,6.6,98,"0"
"8","0","1",17,6.4,89,"0"
"7","0","2",18,6.9,97,"0"
"5","0","2",18,6.8,88,"0"
"13","0","2",44,7,99,"0"
"13","0","1",18,6.6,100,"0"
"10","0","1",17,5.4,75,"0"
"8","0","2",18,6.1,97,"0"
"13","0","2",17,6,96,"0"
"1","0","1",18,6.4,87,"0"
"8","0","2",18,7,93,"0"
"7","0","1",17,5.3,98,"0"
"14","1","1",17,6,97,"0"
"8","0","2",33,6.5,95,"0"
"5","0","2",17,6.3,89,"0"
"5","0","2",17,6.5,95,"0"
"5","0","1",18,6.5,98,"0"
"5","0","1",17,5.3,87,"0"
"13","0","1",18,5.8,88,"0"
"16","0","1",17,4.9,93,"0"
"6","0","2",19,6.9,97,"0"
"13","0","1",18,5.4,98,"0"
"13","0","2",18,5.7,99,"0"
"7","0","2",18,6,82,"0"
"16","0","2",17,6.2,95,"0"
"13","0","2",17,6.4,98,"0"
"13","0","2",18,5.2,99,"0"
"8","0","2",17,6.5,91,"0"
"4","0","1",19,5.3,68,"0"
"2","0","1",17,6.2,96,"0"
"9","0","2",17,5.8,86,"0"
"13","0","2",17,6.1,89,"0"
"4","0","2",19,6,80,"0"
"4","0","2",17,5.8,86,"0"
"3","0","2",17,4.6,81,"0"
