"PROM_GRAL_2024","PROM_GRAL_2023","GEN_ALU","ASISTENCIA_2023"
5.2,5.1,"1",100
6.4,6.4,"2",100
5.5,5.2,"1",98
4.6,5,"2",92
6.3,6.1,"2",86
5.4,5.5,"1",97
6.5,6.1,"2",89
6.9,6.8,"2",90
6.3,6.7,"1",94
5.8,5.8,"2",86
5.3,5.2,"2",86
6,5.4,"2",86
6.2,6.4,"1",100
6.8,6.8,"2",90
6.3,6.2,"1",86
4.9,5.2,"1",91
5.6,6.1,"2",76
6,6.4,"1",93
6,6,"1",98
5.6,5.7,"2",69
4.3,5.7,"1",80
6.1,6.5,"2",99
5,5,"2",67
5.4,5.8,"2",95
6,6,"1",94
5.7,5.3,"1",95
6.1,6.2,"2",89
5.5,6,"2",87
5.6,6.2,"2",94
5.7,5.7,"1",86
4.9,6.2,"2",93
5.5,5.6,"1",91
4.8,5,"1",97
6.1,6,"1",88
6.5,6.1,"1",91
5.5,5.7,"1",89
5,5.4,"2",83
5.3,5.6,"1",84
6.6,6.5,"1",94
5.5,5.8,"1",93
5.7,6.3,"1",90
6.4,5.8,"2",97
5.3,5.8,"1",93
5.3,5.4,"2",90
5.9,5.5,"1",95
6.8,6.8,"1",95
6,5.7,"1",92
5.4,5.4,"1",91
5.4,6.1,"1",98
5.6,6,"2",99
5.4,6.2,"2",89
6.1,6.3,"1",91
5.2,4.5,"1",83
6.4,5.9,"1",88
6.8,6.8,"2",90
4.7,4.7,"1",81
5.8,5.9,"2",88
6.3,6.3,"1",77
6.2,6.4,"2",91
6.3,6.3,"1",85
5.5,5.4,"2",85
6.5,5.9,"1",93
6.3,6.3,"2",80
6,6.5,"2",99
5.2,5.5,"1",94
5.5,5.8,"1",85
5.8,5.5,"1",76
5.6,4.9,"2",77
5.6,5.8,"1",84
6.8,6.6,"1",99
5.2,5.8,"1",93
5.1,5.6,"1",91
5.5,5.4,"2",84
5.1,5.4,"1",98
5.9,5.9,"2",86
6.8,6.8,"2",96
4.1,4.8,"1",95
5.5,5.7,"2",74
5.3,5,"1",95
4.7,4.7,"2",94
4.8,4.6,"2",95
6.9,6.1,"2",96
5.6,5.8,"1",100
5.7,5.4,"1",99
5.9,6.2,"1",85
6.4,6.4,"1",96
5.8,5.5,"2",95
5.9,6.3,"1",99
5.1,5.5,"1",86
6.5,6.4,"1",95
4.9,5.5,"2",83
4.5,5.4,"1",98
6.2,6.4,"2",97
5.3,6.5,"2",94
5,5.5,"1",97
5.6,5.5,"2",87
5.9,6.5,"2",93
6.6,6.7,"2",96
6.4,6.3,"2",99
5.7,5.7,"2",95
6.8,6.4,"2",95
5.8,6,"2",95
3.9,5,"1",77
5.1,5.9,"1",73
6.1,6.2,"1",95
5.6,5.4,"2",90
6.1,6.8,"2",92
5.6,5.3,"1",91
6.4,6.2,"2",96
5.4,5.8,"2",91
6.5,6.4,"2",95
4.5,5.1,"2",45
6.4,6.4,"2",93
5.8,5.2,"2",94
6.2,6.2,"1",70
5.8,5.5,"1",90
5.2,6,"1",95
6.8,7,"1",100
5.2,5,"1",81
6.1,6.2,"2",77
4.8,5.5,"1",85
6.5,6.2,"1",86
6.2,5.9,"2",99
6.2,5.8,"1",91
5.3,5.4,"1",93
5.6,5.7,"1",94
5.5,6.2,"1",95
5,5,"2",74
5.1,4.7,"1",95
6.9,6.9,"1",88
5.9,5.9,"2",80
5.3,5.5,"2",90
5.4,5.1,"2",91
6.1,6.3,"1",97
6.3,5.8,"1",89
6.2,6.4,"2",91
6.3,6.6,"2",84
5.9,6.2,"1",97
6,5.7,"1",91
6.1,5.8,"2",95
5.2,6.3,"2",95
5.4,5.2,"2",94
6.3,6.3,"2",91
5.7,5.5,"2",100
6.5,6.4,"1",99
5.1,5.3,"2",88
6.2,6.5,"2",75
5.2,5.9,"2",92
6,6,"1",88
5.5,5.2,"1",97
6,6.3,"1",77
5.7,6.1,"1",95
5.4,6.2,"1",98
6.7,6.7,"2",77
5.3,5.4,"1",95
5.3,6.1,"1",86
5.4,5.3,"1",98
4.8,5.3,"1",81
6.1,5.6,"1",75
5,5.1,"1",93
5.2,4.6,"1",85
5.9,6,"1",93
6.4,6.3,"1",97
6.8,6.9,"2",96
5.1,5.2,"1",98
5.2,5.5,"2",97
4.7,4.9,"2",95
5.3,5.4,"1",78
5,5.9,"1",98
5.3,5.4,"2",94
5.4,5.6,"2",99
5.7,6.4,"2",91
6.9,6.9,"2",95
4.9,5.9,"1",95
6.1,6,"2",92
6.4,6,"1",93
5.6,5.4,"1",63
6.4,6.6,"2",95
5.6,5.7,"2",92
6.5,6.8,"2",98
5.7,5.8,"1",97
6,6.1,"1",68
6.5,5.9,"2",97
5.1,5.4,"1",90
6.4,6.1,"1",89
5.7,5.8,"1",88
5.5,6,"2",94
6.7,6.6,"1",85
4.6,5.7,"1",90
5.4,5.9,"2",87
5.8,6.1,"2",97
5.2,5.7,"1",73
5.9,5.9,"2",92
6.6,6.5,"1",94
5.4,5.8,"2",93
5.9,6,"1",83
6.5,6.3,"2",92
5.8,5.5,"1",80
6.3,6.5,"2",90
6.8,6.8,"2",97
6.2,6.1,"1",95
4.5,5.2,"1",92
5.9,5.9,"2",92
5.6,5.7,"1",81
4.6,5.9,"2",89
6,5.6,"1",82
6.4,6.6,"1",91
5.9,5.6,"2",85
5.8,5.8,"1",91
5.3,6.2,"1",96
5.1,6.1,"1",86
6.7,6.6,"2",95
6.1,6.2,"2",88
6.3,6.3,"1",93
5.3,5.6,"1",94
6.4,6.1,"2",80
5.9,5.8,"1",73
6.1,6.1,"1",99
6.5,6.5,"2",89
5.3,5.1,"2",88
6.2,6.4,"1",94
5.1,4.9,"1",90
6.8,6.6,"2",90
6.3,6,"1",89
6.3,6.4,"1",89
6.6,6.9,"1",87
6.4,6.5,"1",99
5.7,5.8,"2",93
6.2,5.9,"2",99
5.8,6,"2",85
4.8,6.3,"1",100
5,5.3,"2",87
6.5,6.7,"2",96
5,4.9,"1",99
4.5,4.8,"1",90
6.4,6.5,"1",96
4.1,4.9,"1",84
5.1,5.5,"1",99
5.8,6.2,"2",90
5.6,5.8,"1",90
6.2,5.9,"2",97
6.6,6.6,"2",99
6.1,6.7,"2",98
6.7,6.8,"2",95
5.9,5.7,"2",68
6.7,6.6,"2",77
5.3,6.4,"1",85
6.3,6,"1",88
6.2,6.2,"2",91
6.3,6.1,"1",95
6.1,5.7,"2",96
5.6,6.1,"1",89
5.4,5.2,"1",78
6.1,6.4,"1",87
6.2,6.4,"2",99
5.9,5.9,"2",96
5.7,5.3,"2",99
5,5.7,"1",91
6.2,5.7,"2",91
5.2,5.4,"2",85
5.2,5.3,"2",64
6.1,6.3,"2",81
4.9,5.2,"1",95
5.4,5.8,"2",90
6.3,6.2,"1",93
5.3,5.8,"1",98
6.4,6.2,"2",99
5.4,6.3,"1",89
4.8,5.3,"2",88
2.5,5.3,"2",85
5.4,5.5,"1",86
5.3,5.5,"1",99
6.5,6.5,"2",90
5.5,5.2,"2",92
6.1,6.9,"2",97
6.4,6.1,"2",84
5,5.4,"1",97
5.3,5,"1",92
6.2,6.3,"2",96
6.6,6.5,"2",93
6,6.4,"2",97
6.5,6.7,"2",97
6,5.8,"2",88
6.1,6.1,"2",97
5.3,5.7,"1",95
6.8,6.7,"2",91
6.2,5.7,"2",96
6.6,6.4,"2",95
6.6,6.8,"1",95
5.3,5.9,"1",91
5.5,5.5,"1",95
5.8,6.5,"1",99
6.2,6.5,"1",91
5.6,5.5,"2",67
4.6,5.6,"1",95
5.9,5,"2",84
6.4,6.8,"2",96
6,6,"2",92
4.8,5.4,"1",84
6.5,6.7,"2",98
4.8,5.3,"2",89
4.6,5.5,"2",91
6.3,6.1,"1",100
6.6,6.6,"1",94
6.3,6.7,"2",100
5.3,5.4,"2",92
5.6,6,"1",95
5.5,5.8,"1",88
5.3,5.4,"1",70
5.4,6.1,"2",94
5.6,6.6,"2",97
5.9,5.6,"1",85
6.6,6.4,"2",88
5.1,4.9,"2",72
6.9,6.6,"1",93
5.1,6.4,"2",98
6.1,5.2,"1",92
5.9,5.8,"2",93
6.6,6,"2",100
6.9,6.7,"2",94
5.6,5.7,"2",100
4.7,5.2,"1",86
4.7,5.2,"1",83
5.2,5.2,"1",82
5.5,4.8,"1",77
6.5,6.3,"1",92
4.9,5.2,"1",97
5.2,5.5,"1",89
6.8,6.8,"2",100
2.7,5.6,"1",91
6.8,6.7,"1",98
6.6,6.2,"2",66
4.8,5,"2",98
6.4,6.3,"2",98
5.8,6.1,"1",95
5.4,5.6,"2",98
5.5,6.2,"1",92
5.7,5.6,"1",88
6.5,6.4,"2",76
4.5,5.4,"2",94
5.6,5.8,"2",89
6.6,6.5,"1",97
6,6,"2",98
5.7,6,"2",94
5.6,5.7,"2",98
5,5.6,"2",91
5.1,5.5,"2",94
5.7,6.3,"2",85
6.1,6.2,"1",98
6.6,6.2,"2",88
5.2,6.3,"2",83
6.1,6.2,"2",95
5.7,6,"1",89
5.1,5.3,"1",85
6.2,5.8,"2",95
6.8,6.8,"2",96
6.3,6.3,"1",92
5.4,5.7,"2",90
6.6,6.7,"2",91
5.7,5.1,"1",93
5.4,5.5,"1",96
4.8,4.6,"2",97
5.2,5.4,"2",91
6.1,5.8,"2",89
6.6,6.2,"2",99
5.6,5.9,"1",97
6.4,6.2,"1",94
5.5,5.5,"1",88
6.3,6.5,"2",98
6,6.1,"2",88
5.1,4.9,"1",91
6.8,6.9,"2",97
6.5,6.7,"2",98
6.4,5.9,"2",87
5.7,5.6,"2",92
5.8,6.1,"1",97
5.9,6.3,"2",99
5.6,6.3,"2",81
6.6,6.7,"2",85
6.3,6.1,"1",99
5.2,5.2,"1",58
5.3,5.7,"2",87
5.6,6,"1",95
5.4,5.5,"2",93
5.5,5.7,"2",95
6.6,6.8,"2",97
6.8,6.8,"2",96
4.7,5.9,"1",93
6.2,6.3,"1",99
5,5.3,"1",87
4.4,5.1,"1",77
6.1,6.8,"2",80
6.8,6.5,"2",99
5.1,5.2,"1",89
6.6,6.3,"2",94
4.5,6.4,"1",85
5.5,5.9,"1",98
6.1,6.3,"1",82
6.6,6.7,"2",99
5.8,6.1,"1",85
4.2,5.5,"1",78
6.4,6.4,"1",98
5.1,5.9,"2",85
5.7,5.9,"1",75
5.6,6,"1",90
6.3,6.8,"2",97
4.2,6,"1",99
6.9,6.8,"2",99
5.7,6.1,"1",95
5.7,6.2,"2",99
5.2,6,"2",94
5.7,5.5,"1",89
5.2,6,"1",97
6.5,6.4,"1",94
6.6,6.8,"2",96
5.7,5.9,"1",96
5.7,5.8,"2",97
5.4,6.2,"2",94
6.9,6.7,"1",98
5.8,6.5,"1",90
6.3,6.5,"1",96
6.5,6.1,"1",97
6.2,6.4,"2",95
7,6.9,"2",90
5.9,5.2,"2",40
5.1,5.5,"2",89
5.3,5.1,"1",85
6.5,6.3,"1",93
5.7,6,"1",94
4.9,4.7,"1",91
5.4,5.2,"1",99
5.7,5.8,"1",84
5.8,6.4,"1",98
6.2,6.2,"1",99
6.1,6,"2",99
5,5.6,"2",94
6.4,6.3,"1",95
5.8,5.9,"1",99
5.8,6,"1",90
5.1,5.3,"1",89
6.2,6.3,"2",81
5.6,5.4,"2",84
6.3,6.1,"2",80
5,5.1,"2",96
5.1,5.5,"1",89
6.4,6.8,"1",98
6.3,6.5,"1",93
6.6,6.4,"1",98
4.5,5.6,"2",98
5.8,5.7,"1",80
6.2,5.4,"2",88
6.2,6.6,"2",92
5.2,5.2,"2",90
5.5,5.1,"1",94
5.4,6.2,"1",74
5.3,5.3,"1",85
5.7,5.6,"1",88
4.4,5.4,"1",40
5.4,5.7,"2",84
4.7,5.6,"1",88
6.5,6,"2",93
6.3,6.5,"1",89
5.5,5.5,"1",90
6.4,6,"2",91
5.9,5.9,"2",94
4.9,5.2,"2",93
5.8,6.1,"1",91
6,5.9,"1",92
5.4,5.4,"1",98
5.9,6.1,"2",99
6.3,6.5,"2",91
6.2,6.7,"2",95
6.2,6.1,"2",62
6.5,6.7,"1",96
5.1,5.3,"1",88
5.5,5.7,"1",87
6,6.1,"2",91
6.7,6.2,"1",92
6.8,6.6,"2",91
5.6,5.5,"1",98
6,6,"2",87
5.9,5.4,"1",85
6,6.6,"1",92
5.6,6,"2",98
6,6.3,"1",100
5.3,5.9,"1",24
6,6,"1",87
5.4,5.5,"1",94
6.5,5.8,"2",46
5.9,6.2,"2",96
6.7,6.8,"1",94
6.4,6,"1",82
6.6,6.5,"2",88
5.9,6.2,"2",93
5.3,5.3,"1",71
4.9,5.2,"1",95
5.6,5.8,"2",98
5.4,5,"2",95
5.2,6,"2",89
6.7,6.5,"1",100
6.1,6.2,"1",99
6.1,6.2,"1",99
5,5,"1",85
6.3,6.3,"2",100
6.1,5.7,"1",85
6.1,6.2,"2",79
4.6,4.7,"1",86
5,5.7,"1",99
6.2,6.1,"2",88
5.5,5.6,"2",90
6,5.9,"2",82
7,6.9,"1",97
2.5,4.9,"2",85
4.7,5.4,"1",89
6.3,6.2,"1",91
5.3,6.7,"2",100
6.8,6.7,"2",88
6.5,6.6,"2",94
6.3,6.4,"2",83
6.4,6.4,"2",99
4.7,6.1,"2",94
5.5,5.4,"1",98
6.2,6.4,"2",85
5.1,5.2,"1",94
6.2,5.6,"2",86
4.8,4.6,"2",98
4.7,6,"1",71
5.2,5.5,"1",91
5.7,5.6,"2",89
5.4,5.4,"2",98
5.3,6.3,"2",98
5.7,5.8,"2",81
6,5.9,"2",96
5.2,5.4,"2",91
6.9,6.8,"2",99
5.4,5,"1",95
5.6,5.2,"1",96
6,6,"2",88
6.2,6.6,"2",97
5.2,5,"1",86
6.6,6.3,"2",88
6.2,6.3,"1",100
6.5,6.3,"2",99
5,5.1,"2",93
5.5,5.4,"1",80
6,6.4,"1",92
5.5,5.8,"1",97
5.9,5.9,"2",95
5.5,5.7,"2",93
6.8,7,"2",90
4.4,5.1,"2",67
6.2,6.4,"2",99
5.3,5.7,"1",96
4.5,4.8,"1",87
5.4,5.9,"2",96
5.9,5.7,"2",89
6.7,6.5,"1",96
5.1,5,"1",92
5.9,5.8,"2",99
6.9,6.6,"1",86
4.9,5.1,"1",100
5,5.1,"1",95
6.3,6,"2",92
4.6,4.9,"1",90
6.3,6.5,"2",81
5.2,5.8,"2",89
5.4,5.6,"1",99
5.4,6,"2",78
6.2,6.3,"2",87
5.4,5.1,"1",92
5.7,6.3,"2",80
6.1,6.2,"2",96
6.7,6.7,"2",92
5.2,6.1,"1",92
5.8,5.9,"2",98
6.1,6.2,"1",91
5.5,5.9,"2",98
5.6,5.7,"1",98
6.1,6.2,"1",95
6.8,6.7,"2",93
6.2,6.6,"2",90
5.4,6,"1",88
6.5,6.3,"1",78
4.6,5.2,"2",88
5.4,5.1,"2",92
3.9,6.1,"2",86
5.9,6,"2",82
5.6,5.5,"2",98
6.5,6.3,"2",91
6.3,6.4,"1",100
5.2,5.2,"1",100
5.8,5.7,"1",88
6.8,6.6,"1",100
4.9,5,"1",93
5.9,6,"1",77
6.5,6.5,"2",100
5.3,5.9,"1",86
6.4,6,"2",98
5.7,5.8,"2",86
6.8,6.7,"1",89
6.6,6.6,"2",99
5.1,5,"1",79
6,6.1,"1",96
6.5,6.5,"2",89
7,6.9,"2",90
5.8,5.6,"1",85
6.8,6.5,"2",97
6.2,6.1,"2",67
5.5,5.6,"1",75
5.5,5.2,"1",92
6.4,5.7,"1",44
4,5.3,"2",93
6.1,5.3,"2",84
5.8,6.1,"2",99
6.4,6.4,"2",81
4.3,5,"1",51
5.2,5.4,"1",96
6,5.6,"1",83
6.5,6.5,"1",97
6.3,6.3,"1",98
5,5.8,"2",100
5.3,5.5,"1",87
6.5,6.3,"1",99
5.2,5.3,"1",98
6.6,6.5,"2",91
5.6,5.6,"2",79
5.3,6,"1",88
6,5.6,"2",92
5.7,5.8,"1",76
5.2,5,"2",57
5.8,5.8,"1",92
5.5,5.4,"2",81
6.3,6.8,"2",99
4.9,6.4,"1",94
5.3,5.8,"2",99
5.5,5.9,"2",86
6,5.7,"2",97
5.6,5.7,"2",94
6.6,6.8,"2",95
6.1,5.9,"1",99
5.5,4.8,"2",49
4,5.2,"2",95
6.1,6.1,"1",87
6.6,6.5,"2",80
6.9,6.9,"2",97
6.8,6.7,"1",91
6,6.1,"2",86
5,4.8,"1",94
6.6,6.7,"2",97
6.2,6.5,"2",93
5.5,5.8,"1",92
5.7,6.2,"1",40
5.7,6.2,"1",2
6.6,6.7,"1",100
5.8,6.7,"2",85
6.5,6.5,"2",90
4.7,5.1,"1",87
7,7,"2",96
5.3,5.3,"2",98
5,5.6,"1",80
5.2,5.2,"1",100
5.2,6.3,"1",91
5.6,5.9,"2",90
6.1,5.8,"1",86
4.7,4.6,"1",91
5.5,6,"2",100
6.2,6.3,"2",95
5.6,5.6,"1",77
6.7,6.5,"2",90
4.7,5.4,"1",92
6.7,6.3,"1",90
6.1,5.6,"2",94
6.8,6.7,"2",99
6.5,6.5,"1",100
6,5.8,"2",96
6.9,6.9,"1",94
5.7,5.3,"2",92
6.7,6.6,"1",67
6.2,6.2,"2",97
6.1,6.1,"2",91
6.2,6.2,"1",91
4.1,4.7,"2",94
6.5,4.8,"2",92
5.7,6,"2",96
5.9,6,"2",95
5.2,5.5,"1",81
5.5,5.3,"1",85
5.9,6.4,"2",84
6.8,6.4,"2",100
6.2,6.7,"1",97
5.5,6.1,"1",92
6.2,6.1,"2",84
6.1,6,"2",88
5.6,5.8,"2",98
6,6,"1",99
5.4,5,"2",96
5.4,6,"1",93
6.4,5.6,"1",75
6.8,6.9,"1",97
6.2,6.9,"1",95
6.5,6.3,"2",94
6.5,6.6,"2",92
5.8,5.7,"1",94
6,6.1,"1",85
4.9,4.9,"2",88
5.7,6,"1",93
5.3,5.7,"2",87
5.8,5.7,"2",99
5.1,6.2,"2",85
4.9,5.7,"1",90
6,6.7,"1",98
5,5.2,"2",83
5.9,5.5,"2",97
6.7,6.7,"2",100
5.8,5.8,"2",94
6,6,"1",92
4.8,5.6,"1",74
5.5,5.7,"1",98
5.3,5.9,"2",84
6.3,6.6,"2",99
5.2,5.3,"1",92
6.6,6.4,"2",90
5.5,5.8,"2",96
7,7,"2",98
6.8,6.3,"2",97
5.8,5.7,"2",90
5,5.1,"1",88
5.7,5.7,"2",92
6.1,6.6,"2",66
6.4,6.6,"2",99
5.3,6,"2",90
6.7,6.3,"2",94
5.9,5.9,"2",98
5.4,5.5,"2",96
5.4,5.5,"1",95
5.8,5.7,"1",80
6.4,6.1,"2",91
5.9,6.1,"1",98
6.6,6.3,"2",91
6.6,6.5,"2",99
6.8,6.7,"1",97
6.9,6.4,"2",90
5.5,5.4,"1",85
6.4,6.6,"2",100
5.3,5.8,"2",89
5,6,"1",95
5,5.2,"2",79
6.2,6.6,"2",92
5.3,5.3,"1",95
5.9,5.4,"2",80
6.2,5.9,"1",90
5.6,5.9,"1",76
5.9,5.7,"2",93
6.6,6.4,"2",98
5.2,5.6,"1",86
5.8,5.5,"1",85
6.6,6.8,"2",85
5.8,5.8,"2",98
5.3,6,"1",90
5.6,6.2,"1",85
6.3,6.8,"1",84
6,6,"2",97
4.2,4.8,"2",95
5,6.3,"1",91
6.4,6.4,"2",82
6.3,6.1,"2",87
5.4,4.7,"1",95
5.1,4.9,"1",85
6.4,6,"2",98
6.2,6.7,"1",94
6.8,6.9,"2",95
6,5.8,"1",97
6.3,6.2,"1",92
5.1,5.8,"2",90
5.6,5.7,"1",84
6,6,"1",94
5.3,5.7,"2",98
6.5,6.7,"1",91
6,5.9,"2",89
6.2,5.8,"2",99
5.7,5.9,"2",92
5.6,5.3,"1",89
6.1,6.4,"1",94
5.3,5.1,"1",85
6.8,6.8,"2",99
6.9,6.8,"2",95
6.4,5.8,"1",85
5.5,5.6,"1",99
6.6,6.2,"1",85
6.8,6.8,"2",96
5.5,5.5,"1",93
1.8,4.8,"1",85
6.5,6.6,"2",97
6,5.8,"1",84
5.4,6,"2",90
6.1,6.7,"1",85
6.3,6.2,"2",81
5.2,5.5,"2",87
5.4,6,"1",73
6.9,6.7,"1",94
5,5.5,"2",89
6.1,5.9,"2",85
4.7,4.9,"2",87
5.3,5.3,"1",92
6.1,6.5,"2",93
6.3,6.4,"1",97
6.1,6.4,"2",88
5.4,5.7,"1",85
4,5.7,"2",90
6.7,6.9,"2",100
5.4,6.2,"2",82
5.6,5.7,"1",83
4.9,5.4,"1",94
5.1,5.6,"2",69
6.2,6,"1",97
6.9,6.6,"1",99
5.6,5.5,"2",79
5.3,5,"1",93
6.1,5.9,"2",93
6.1,5.6,"1",81
6.5,6.8,"2",100
6.6,6.2,"1",100
5.9,5.6,"1",92
5.9,5.6,"1",92
5.2,5.8,"2",97
5.3,5,"2",95
6.1,5.9,"2",96
5,5.5,"1",72
5.5,5.3,"2",84
6.2,6.1,"1",80
6,5.6,"1",90
5.7,6,"2",97
6.7,6.5,"1",91
6.3,6.5,"2",96
6.2,6.5,"1",85
6.6,6.6,"1",93
4.4,5.2,"2",71
4.9,5.3,"1",99
6,6.2,"2",69
5.7,6,"2",82
5,5.6,"1",92
4.5,5.3,"1",80
6.1,5.4,"1",98
6.8,6.7,"2",96
2.5,5.5,"2",62
4,4.6,"2",52
5.6,5.7,"1",90
5.9,6.3,"2",92
6.1,6,"1",89
5.1,5.3,"2",72
5.9,6,"1",92
6.6,6.5,"1",95
5.7,5.9,"2",98
6.3,5.7,"1",94
6.5,6.4,"2",97
5.3,6.4,"1",93
6.3,6.1,"1",86
6.1,6.3,"1",96
6.4,6.7,"2",85
5.1,5.4,"2",81
6.2,6.3,"1",85
5.1,6.3,"2",98
4.1,5.1,"1",42
5.8,5.9,"1",80
5.2,5,"2",92
6.2,6.4,"1",98
5.6,5.9,"1",94
4.9,5.2,"2",87
5.5,5.5,"2",91
4.9,4.7,"1",75
5.1,5,"1",85
5,5.1,"2",92
6.6,6.2,"1",90
5.1,6.4,"1",93
5.8,6,"1",90
5.9,6,"1",95
6.9,6.9,"2",100
5.9,5.6,"2",75
5.1,5.1,"2",73
5.4,6.1,"1",90
4.7,5,"1",96
5.5,6,"1",97
5.7,6.4,"2",94
6.2,6.3,"1",93
6.2,5.8,"1",89
5.1,5.5,"2",73
5.8,5.8,"1",90
5.7,6.6,"1",89
6.8,6.5,"1",95
5.5,5.5,"2",92
6.3,5.9,"2",94
6,6.5,"2",98
5.9,5.9,"1",73
5.4,5.7,"2",96
5.6,5.8,"2",90
5.8,5.6,"1",98
6.8,6.8,"2",100
6.3,5.6,"1",83
5.9,6.4,"1",95
6.1,6.1,"1",100
5.6,5.9,"1",90
6.8,6.8,"1",99
6.3,5.9,"1",100
6.2,6.2,"2",92
5.3,5.4,"1",90
6.2,6,"2",86
6,5.8,"1",85
5.5,5.7,"1",70
6.8,6.7,"2",97
6,6.3,"2",89
5.3,5.7,"2",89
6.2,6.4,"2",99
5.3,5.5,"1",99
5.8,5.5,"2",99
5.2,5.4,"2",93
5.5,5.7,"1",89
5.6,5.8,"2",93
5,4.8,"2",98
6.6,6.9,"2",98
5.5,5.6,"2",89
4.8,6,"1",63
5.6,5.7,"2",85
6.5,6.7,"2",99
6.1,5.9,"1",93
6.3,6.3,"2",89
5.4,5.6,"1",93
6.8,6.7,"1",92
6.1,6.1,"1",86
6.1,6.1,"1",92
5.8,5.7,"1",97
6,5.9,"2",94
6.1,6.1,"1",73
5.2,5.4,"1",93
6.3,6.4,"2",77
5.3,5.5,"1",94
6,6.2,"1",89
5,5.1,"1",71
6.9,6.9,"1",91
5.4,5.7,"2",83
5.5,6.4,"1",99
5.7,5.3,"2",92
5.6,5.9,"1",89
6.3,6.2,"1",100
5.4,5.8,"2",99
5.6,5.8,"1",95
5.8,5.5,"1",93
6.2,6.4,"1",94
6.4,6.3,"1",99
5.3,5.2,"1",93
5.7,5.9,"1",89
5.1,6.5,"1",96
5.6,5.2,"1",97
5.3,5.3,"2",63
5.6,5.1,"2",72
5.7,5.8,"1",96
6.4,6.5,"2",98
4.7,5.7,"2",5
5.7,6,"2",93
5.5,5.4,"2",100
5.9,5.5,"2",85
5.2,5.2,"1",100
6,5.8,"2",82
5.7,5.7,"2",86
6.2,6.3,"1",98
5.3,5.9,"1",89
6.7,6.7,"2",87
5.5,5.9,"1",98
5.3,5,"1",92
5.5,5.3,"1",89
5.4,5.3,"1",87
4.6,4.7,"1",90
6.8,6.9,"2",94
5.5,5,"2",79
5,5,"1",79
5.8,6,"2",97
6,5,"2",84
4.9,4.9,"2",69
6.6,6.5,"2",93
5.1,5.4,"1",95
5.8,5,"1",52
6.6,6.5,"1",85
5,5.9,"1",95
6.5,6,"2",94
4.5,5.2,"1",83
5.8,6.3,"1",98
5.7,5.6,"1",80
4.8,5.4,"1",86
6.2,6.4,"1",99
6.2,6.2,"2",76
5.4,5.9,"1",98
5.4,5.4,"2",85
6,6.1,"2",93
5.3,5.4,"1",99
5.6,6.3,"2",86
6.6,6.4,"2",100
6.8,6.5,"2",96
3.7,4.8,"2",86
5.5,5.4,"2",95
6.2,6.7,"1",96
5.3,5.9,"1",98
4.4,5.1,"1",73
6.3,5.5,"1",92
5.8,6.3,"2",86
4,5.4,"2",65
5.6,6.7,"2",99
5.5,5,"2",94
5.4,5.6,"2",96
5.2,5.7,"1",95
6.8,7,"1",98
4.9,5.3,"1",87
6,6.6,"2",93
6.7,6.9,"1",96
4.3,5,"2",95
5.8,6.1,"1",90
5.2,5.4,"1",90
6.6,6,"2",82
5,5.5,"1",85
5.1,5.4,"1",75
5.9,6,"1",92
5.5,5.6,"2",98
6.4,6.6,"1",81
5.1,5.7,"1",90
5.3,5.3,"2",79
6.6,6.4,"2",82
5.3,5.3,"1",90
4.9,5.5,"1",91
5.5,5.6,"2",95
5.1,5.5,"1",98
6.4,6.5,"2",87
6,5.6,"2",87
5.7,5.7,"1",83
6.7,6.5,"2",97
6.6,6,"2",72
5.6,5.9,"2",99
6.3,6.2,"2",94
6.1,6.2,"2",92
5.4,5.6,"1",97
6.7,6.6,"2",89
6.8,6.5,"1",93
6,6.1,"2",99
6.2,6,"1",85
6.4,6.5,"2",99
6.1,5.9,"2",94
4.9,4.9,"2",96
4.8,5.3,"2",90
5.9,6.3,"1",86
6.2,6,"1",93
6,6.1,"1",98
6.2,6.6,"1",100
6.7,6.8,"2",82
4.6,5.2,"2",81
6.1,6.1,"2",83
5.5,5.5,"2",96
6.3,6.3,"2",100
6.8,6.2,"2",90
5.7,6.2,"1",98
6.5,6.6,"2",97
6,6.6,"2",93
5.5,5.7,"1",91
5.5,5.5,"1",85
6.3,6.6,"2",95
5.5,5.7,"1",94
5.6,4.8,"1",57
6.4,6.8,"1",100
6.6,5.9,"2",91
6.1,6.4,"2",80
6,6.2,"1",84
6.2,5.8,"2",98
4.6,5.1,"1",97
6.4,6.4,"2",97
6.3,6.1,"1",99
4.3,5.2,"1",97
6.1,6.5,"1",99
6.3,6.4,"2",98
6.4,6.3,"1",95
5.2,5.1,"1",98
5.8,6.2,"2",98
6.9,6.9,"2",96
4.8,5.7,"2",91
5.4,5.6,"2",89
6,6.2,"2",94
4.7,5.2,"1",81
5.1,5.9,"1",98
5.7,6.4,"1",81
6.4,6.4,"1",98
5.9,6.3,"2",88
6.6,5.7,"1",89
5.2,5.6,"1",95
5.5,5.4,"2",96
6.3,6.4,"2",86
4.9,5.9,"2",67
5.3,5.8,"1",85
6.3,6.3,"1",93
6.7,6.4,"1",94
6.9,6.7,"1",97
6.2,6.2,"1",91
6.3,6.4,"1",97
6.9,6.8,"2",98
5.3,5.6,"1",97
5.3,6.2,"2",92
3.3,5.2,"1",91
6.7,6.5,"1",84
6.6,6.5,"1",94
5.5,5.4,"1",76
4.8,5.3,"1",95
5.6,5.6,"2",92
5.8,6.1,"1",88
